Element;h_index;g_index;m_index;TC;NP;PY_start
MARCEAU DJ;1;1;0,077;18;1;2010
MARCHAND A;1;1;0,056;97;1;2005
MARCHAND N;1;1;0,250;9;1;2019
MARCHESI M;1;1;0,045;49;1;2001
MARCOLINO LS;1;1;0,500;2;1;2021
MARCON E;1;1;0,167;18;1;2017
MARCUCCI E;1;1;0,083;65;1;2011
MARDANI S;1;1;0,333;13;1;2020
MARGELOU S;1;1;0,250;4;1;2019
MARGRETT J;1;1;0,333;2;1;2020
MARIANI M;1;1;0,100;45;1;2013
MARIES I;1;1;0,071;3;1;2009
MARIETHOZ G;1;1;0,250;8;1;2019
MARILLEAU N;1;1;0,200;7;1;2018
MARIN DOM;1;1;0,100;4;1;2013
MARIN L;1;1;0,250;8;1;2019
MARINAKIS D;1;1;0,067;5;1;2008
MARINESCU A;1;1;0,250;1;1;2019
MARINESCU C;1;1;0,250;1;1;2019
MARINKOVIC G;1;1;0,333;2;1;2020
MARINO M;1;1;0,500;3;1;2021
MARINONI M;1;1;0,500;1;1;2021
MARJORAM P;1;1;0,125;8;1;2015
MARKOVIC D;1;1;0,200;14;1;2018
MARQUES P;1;1;0,077;1;1;2010
MARQUEZ LDS;1;1;0,100;8;1;2013
MARREIROS G;1;1;0,200;12;1;2018
MARSALA M;1;1;0,083;12;1;2011
MARSALA S;1;1;0,083;12;1;2011
MARSELLA S;3;3;0,158;52;3;2004
MARSH S;1;1;0,143;6;1;2016
MARSHALL BDL;3;5;0,273;144;5;2012
MARSHALL L;1;1;0,167;6;1;2017
MARSHALL R;1;1;0,250;17;1;2019
MARSILI M;1;1;0,071;14;1;2009
MARSZALEK-HARYCH A;1;1;0,333;4;1;2020
MARTELLONI G;1;1;0,111;7;1;2014
MARTENS T;1;1;0,067;24;1;2008
MARTIN A;1;1;0,063;154;1;2007
MARTIN JC;2;2;0,222;34;2;2014
MARTIN LS;1;1;0,111;2;1;2014
MARTIN MC;1;1;0,500;1;1;2021
MARTIN P;1;1;0,125;19;1;2015
MARTIN R;2;3;0,154;210;3;2010
MARTIN S;2;2;0,286;45;2;2016
MARTIN VC;1;1;0,200;36;1;2018
MARTINERIE J;1;1;0,091;62;1;2012
MARTINEZ AT;1;1;0,083;6;1;2011
MARTINEZ FG;1;1;0,125;2;1;2015
MARTINEZ FJ;2;2;0,286;16;2;2016
MARTINEZ J;1;1;0,333;2;1;2020
MARTINEZ MA;1;1;0,125;1;1;2015
MARTINEZ S;2;2;0,333;25;2;2017
MARTINEZ Y;1;1;0,059;44;1;2006
MARTINEZ-CARRASCO C;1;1;0,167;26;1;2017
MARTINEZ-CLARK R;1;1;0,200;5;1;2018
MARTINEZ-GIL F;1;2;0,111;28;2;2014
MARTINEZ-GONZALEZ CL;1;1;0,125;2;1;2015
MARTINEZ-INIGO D;1;1;0,125;6;1;2015
MARTINEZ-JARAMILLO S;1;1;0,071;39;1;2009
MARTINEZ-LOPEZ FJ;1;1;0,125;10;1;2015
MARTINEZ-MIRANDA J;1;1;0,091;14;1;2012
MARTINHO CR;1;1;0,111;6;1;2014
MARTINHO D;1;1;0,200;12;1;2018
MARTINS ACR;1;1;0,250;1;1;2019
MARTINS JSS;1;1;0,200;3;1;2018
MARTINS RC;1;1;0,167;11;1;2017
MARTINS TF;1;1;0,250;14;1;2019
MARU Y;1;1;0,091;10;1;2012
MARVEL K;1;1;0,125;24;1;2015
MARZOUK M;1;1;0,200;27;1;2018
MASAKI T;1;1;0,250;25;1;2019
MASCARENHAS S;1;2;0,125;12;2;2015
MASCHERONI R;1;1;0,038;69;1;1997
MASHHADI AR;1;1;0,143;15;1;2016
MASHHADI HR;1;1;0,083;12;1;2011
MASMANIDIS IT;1;1;0,125;10;1;2015
MASON CF;1;1;0,045;4;1;2001
MASON E;1;1;0,200;11;1;2018
MASSAD E;1;1;0,167;11;1;2017
MASSEI M;1;1;0,111;5;1;2014
MASSERA G;1;1;0,083;13;1;2011
MASSEY D;2;2;0,200;12;2;2013
MASTEIKA S;1;1;0,111;9;1;2014
MASUNOV AE;1;1;0,250;7;1;2019
MATEI I;1;1;0,125;4;1;2015
MATESSA M;1;1;0,077;34;1;2010
MATHER N;1;1;0,500;6;1;2021
MATHER PT;1;1;0,048;73;1;2002
MATHESAN S;1;1;0,200;11;1;2018
MATHIEU P;2;3;0,200;11;3;2013
MATHYS C;1;1;0,125;53;1;2015
MATHYS CD;1;1;0,111;151;1;2014
MATSON ET;1;1;0,143;8;1;2016
MATSUBARA T;1;1;0,333;12;1;2020
MATSUI Y;1;1;0,111;12;1;2014
MATSUMOTO S;1;1;0,125;1;1;2015
MATSUNO F;1;1;0,200;10;1;2018
MATSUNO H;2;2;0,250;7;3;2015
MATSUSHIMA H;1;1;0,333;2;1;2020
MATSUSHITA Y;2;2;0,400;5;2;2018
MATTA V;1;1;0,143;23;1;2016
MATTEI M;1;1;0,333;6;1;2020
MATTHAUS F;1;1;0,500;6;1;2021
MATTHEWS KB;1;1;0,250;9;1;2019
MATTHEWS RB;1;1;0,063;485;1;2007
MATTILA O;1;1;0,167;5;1;2017
MATULA TJ;1;1;0,100;23;1;2013
MATURANA F;1;1;0,042;135;1;1999
MAUKO L;1;1;0,059;64;1;2006
MAUND E;1;1;0,077;3;1;2010
MAURER W;1;1;0,200;12;1;2018
MAVROGIANNIS CI;1;1;0,250;5;1;2019
MAY DC;1;1;0,167;3;1;2017
MAYER M;1;1;0,333;2;1;2020
MAZALOV V;1;1;0,333;2;1;2020
MAZIC U;1;1;0,067;15;1;2008
MAZROUI M;2;2;0,200;21;2;2013
MAZUMDAR M;1;1;0,053;64;1;2004
MAZZOCCO M;1;1;0,333;2;1;2020
MAZZOLI M;1;1;0,167;10;1;2017
MAZZOTTI M;1;1;0,040;71;1;1998
MAZZUCA C;1;1;0,200;10;1;2018
MCALPINE A;1;1;0,500;1;1;2021
MCBRYDE E;1;1;0,091;35;1;2012
MCCARLEY RW;1;1;0,050;61;1;2003
MCCLELLAND K;1;1;0,053;10;1;2004
MCCOLLOUGH CH;1;1;0,250;6;1;2019
MCCOLLUM J;1;1;0,143;14;1;2016
MCCOOL R;1;1;0,167;3;1;2017
MCCORMICK S;1;1;0,100;39;1;2013
MCCREESH N;2;2;0,286;20;2;2016
MCDANIEL AM;1;1;0,125;4;1;2015
MCDERMID GJ;2;2;0,154;23;2;2010
MCDERMOTT PL;1;1;0,167;6;1;2017
MCDICKEN WN;1;1;0,056;40;1;2005
MCDONALD KR;1;1;0,250;4;1;2019
MCDONNELL S;1;1;0,083;27;1;2011
MCDOWELL DL;1;1;0,111;32;1;2014
MCGINTY D;1;1;0,042;123;1;1999
MCGLADE DP;1;1;0,143;6;1;2016
MCGREEVY JR;1;1;0,250;6;1;2019
MCGREGOR J;1;1;0,200;16;1;2018
MCGUIRL MR;1;1;0,333;16;1;2020
MCHENRY MJ;1;1;0,167;17;1;2017
MCHUGH KA;1;1;0,125;34;1;2015
MCINTOSH R;1;1;0,111;9;1;2014
MCKEE E;1;1;0,333;5;1;2020
MCKENNA C;1;1;0,077;3;1;2010
MCKHANN A;1;1;0,250;9;1;2019
MCLANE AJ;1;1;0,167;5;1;2017
MCLEOD RD;1;1;0,071;38;1;2009
MCMICKELL MB;1;1;0,063;17;1;2007
MCMURRAY AM;1;1;0,200;18;1;2018
MCNAMARA D;1;1;0,200;4;1;2018
MCNAMARA RA;1;1;0,143;283;1;2016
MCNATT J;1;1;0,045;35;1;2001
MCNAUGHT KR;1;1;0,125;12;1;2015
MCNEESE M;1;1;0,077;12;1;2010
MCNEESE NJ;1;1;0,333;9;1;2020
MCQUADE S;1;1;0,250;7;1;2019
MCQUEEN JS;1;1;0,125;33;1;2015
MCQUINN IH;1;1;0,167;16;1;2017
MCSHANE M;2;2;0,182;18;2;2012
MEAD T;1;1;0,500;6;1;2021
MEADOWS M;1;1;0,091;28;1;2012
MECA A;1;1;0,500;2;1;2021
MEDENICA M;1;1;0,071;11;1;2009
MEDINA FJL;1;1;0,111;1;1;2014
MEDINA M;1;1;0,200;36;1;2018
MEDINA RL;1;1;0,050;1;1;2003
MEDINA-GUEVARA MG;1;1;0,167;6;1;2017
MEDO M;1;1;0,083;42;1;2011
MEDRANO C;1;1;0,167;2;1;2017
MEDUS AD;1;1;0,111;10;1;2014
MEDVEDOVIC M;1;1;0,045;4;1;2001
MEENTEMEYER RK;1;1;0,250;11;1;2019
MEEUS L;1;1;0,100;8;1;2013
MEHDIZADEH H;1;1;0,100;84;1;2013
MEHRA N;1;1;0,167;6;1;2017
MEHRPAY S;1;1;0,500;1;1;2021
MEHRYAR S;1;1;0,250;16;1;2019
MEI J;2;2;0,286;112;2;2016
MEI S;1;1;0,083;19;1;2011
MEI YG;1;1;0,125;13;1;2015
MEIER T;1;1;0,200;4;1;2018
MEIGS GW;1;1;0,125;38;1;2015
MEIJER D;1;1;0,143;19;1;2016
MEIJER S;2;2;0,133;47;2;2008
MEIJERS E;1;1;0,200;14;1;2018
MEINZER D;1;1;0,143;7;1;2016
MEIRELLES AJA;1;1;0,059;17;1;2006
MEIRELLES J;1;1;0,167;22;1;2017
MEISELS A;1;1;0,059;31;1;2006
MEJUTO JC;1;1;0,063;3;1;2007
MEKNI M;1;1;0,077;3;1;2010
MELA CF;1;1;0,083;102;1;2011
MELE A;1;1;0,100;45;1;2013
MELEIRO LAC;1;1;0,333;3;1;2020
MELEMED A;1;1;0,500;7;1;2021
MELGAR A;1;1;0,125;16;1;2015
MELIS JM;1;1;0,167;24;1;2017
MELO A;1;1;0,071;12;1;2009
MELTZOFF AN;1;1;0,125;5;1;2015
MEMARPOUR M;1;1;0,333;13;1;2020
MENARD N;1;1;0,167;16;1;2017
MENCHE J;1;1;0,050;3;1;2003
MENCI M;1;1;0,333;6;1;2020
MENDES AM;1;1;0,333;5;1;2020
MENDONCA JRG;1;1;0,125;1;1;2015
MENDOZA-SILVA GM;1;1;0,250;6;1;2019
MENEZES R;1;1;0,071;12;1;2009
MENG B;1;1;0,167;6;1;2017
MENG DY;1;1;0,100;8;1;2013
MENG HF;1;1;0,333;13;1;2020
MENG K;1;1;0,125;10;1;2015
MENG M;1;1;0,111;12;1;2014
MENG QF;2;2;0,400;14;2;2018
MENG RQ;1;1;0,111;14;1;2014
MENG XW;1;1;0,250;2;1;2019
MENG Y;1;1;0,077;19;1;2010
MENG ZY;1;1;0,333;4;1;2020
MENHAJ MB;1;1;0,083;5;1;2011
MENTZ RJ;1;1;0,333;5;1;2020
MENTZEL HJ;1;1;0,071;37;1;2009
MENYHARD A;1;1;0,143;8;1;2016
MENZEL JP;1;1;0,167;31;1;2017
MERCADO F;1;1;0,125;6;1;2015
MERCHAN C;1;1;0,200;18;1;2018
MERCHANT E;1;1;0,125;3;1;2015
MERCUUR R;1;1;0,250;3;1;2019
MERDES C;1;1;0,167;3;1;2017
MERELLI E;1;1;0,056;6;1;2005
MERGENTHAL A;1;1;0,333;2;1;2020
MERHEB AR;1;1;0,143;13;1;2016
MERIGO JM;1;1;0,200;10;1;2018
MERLO DF;1;1;0,067;23;1;2008
MERRICK KE;1;1;0,077;31;1;2010
MERRILL R;1;1;0,250;51;1;2019
MERRILL SC;1;1;0,250;9;1;2019
MERTA T;1;1;0,333;5;1;2020
MESOUDI A;1;1;0,071;58;1;2009
MESSAHEL S;1;1;0,333;2;1;2020
MESSINA E;1;1;0,333;6;1;2020
MESSINA F;1;1;0,333;10;1;2020
MESSINA JP;1;1;0,125;14;1;2015
METAXAS D;1;1;0,045;33;1;2001
METCALF SS;1;2;0,111;12;2;2014
METTA G;1;1;0,111;1;1;2014
METZGER A;1;1;0,067;75;1;2008
METZIG C;1;1;0,111;7;1;2014
METZLER R;1;1;0,200;4;1;2018
MEYER B;1;1;0,200;16;1;2018
MEYER F;1;1;0,048;19;1;2002
MEYER M;1;1;0,200;1;1;2018
MEYER R;1;1;0,077;4;1;2010
MEYER-HERMANN M;1;1;0,143;23;1;2016
MFINANGA S;1;1;0,167;7;1;2017
MI BB;1;1;0,250;1;1;2019
MI Q;1;1;0,067;65;1;2008
MI W;1;1;0,333;5;1;2020
MIAN NA;1;1;0,167;6;1;2017
MIAO YM;1;1;0,500;3;1;2021
MIAO ZH;2;2;0,400;12;2;2018
MIAO ZQ;1;1;0,200;33;1;2018
MICEK ST;2;2;0,143;49;2;2009
MICELLI F;1;1;0,053;220;1;2004
MICHAEL J;1;1;0,091;1;1;2012
MICHAEL N;1;1;0,083;21;1;2011
MICHALAKIS KX;1;1;0,071;16;1;2009
MICHALEK P;1;1;0,333;2;1;2020
MICHAUD R;1;1;0,167;16;1;2017
MICHEL F;1;1;0,100;5;1;2013
MICHELI L;1;1;0,200;10;1;2018
MICHETTI E;1;1;0,077;2;1;2010
MICHIELETTO G;1;1;0,250;6;1;2019
MICOLIER A;1;1;0,250;15;1;2019
MIDDLETON MR;1;1;0,043;21;1;2000
MIDDLETON RH;1;1;0,143;74;1;2016
MIDOUX N;1;1;0,091;14;1;2012
MIGLINO O;1;1;0,167;11;1;2017
MIGLIORE A;1;1;0,111;2;1;2014
MIGNOT S;1;1;0,091;6;1;2012
MIGUEL FJ;1;1;0,111;6;1;2014
MIKE S;1;1;0,067;145;1;2008
MIKHAILOV AS;2;2;0,105;148;2;2004
MIKKONEN S;1;1;0,200;11;1;2018
MIKLIC D;1;1;0,091;5;1;2012
MILANO M;1;1;0,250;4;1;2019
MILAZZO L;1;1;0,167;6;1;2017
MILEJ D;1;1;0,125;18;1;2015
MILES C;1;1;0,063;6;1;2007
MILLAN JDR;1;1;0,037;12;1;1996
MILLER A;1;1;0,167;3;1;2017
MILLER CM;1;1;0,250;2;1;2019
MILLER GH;1;1;0,033;10;1;1993
MILLER T;1;1;0,167;4;1;2017
MILLEVILLE SC;1;1;0,063;154;1;2007
MILLINGTON JDA;1;1;0,077;17;1;2010
MILLS BI;1;1;0,200;6;1;2018
MILLSPAUGH J;1;1;0,167;6;1;2017
MILNE BT;1;1;0,038;34;1;1997
MILNE RJ;4;4;1,000;38;4;2019
MILNER-GULLAND EJ;1;1;0,250;12;1;2019
MILZMAN J;1;1;0,250;7;1;2019
MIMA T;1;1;0,042;8;1;1999
MINAKOWSKI P;1;1;0,333;1;1;2020
MINARI RJ;1;1;0,100;2;1;2013
MINARRO J;1;1;0,038;13;1;1997
MINATI G;1;1;0,091;16;1;2012
MING PS;1;1;0,143;22;1;2016
MIOTTO D;1;1;0,167;4;1;2017
MIRA P;1;1;0,077;128;1;2010
MIRANDA RC;1;1;0,167;5;1;2017
MIRSKY R;1;1;0,167;9;1;2017
MIRZA MB;1;1;0,250;14;1;2019
MISHRA RK;2;2;0,667;9;2;2020
MISSAGHI B;1;1;0,032;8;1;1992
MISSORI M;1;1;0,200;10;1;2018
MITCHELL J;1;1;0,111;22;1;2014
MITCHELL JP;1;1;0,059;80;1;2006
MITCHELL MS;1;1;1,000;1;1;2022
MITKAS PA;2;2;0,133;29;2;2008
MITROVIC M;2;2;0,182;56;2;2012
MITTLER JE;1;1;0,250;2;1;2019
MIYAKE K;1;1;0,053;11;1;2004
MIYASAKA T;1;1;0,167;28;1;2017
MIYAUCHI CM;1;1;0,111;2;1;2014
MIZUNO M;1;1;0,077;3;1;2010
MLADENOVIC S;1;1;0,167;8;1;2017
MO LP;1;1;0,333;4;1;2020
MOAD CL;1;1;0,037;77;1;1996
MOAD G;1;1;0,037;77;1;1996
MOALLEMI E;1;1;0,200;58;1;2018
MOCHAN E;1;1;0,111;18;1;2014
MODARES H;1;1;0,333;11;1;2020
MODGIL D;1;1;0,167;3;1;2017
MOEGENBURG SM;1;1;0,250;9;1;2019
MOFRAD AA;1;1;0,333;3;1;2020
MOFRAD MRK;1;1;0,083;20;1;2011
MOGAS J;1;1;0,333;12;1;2020
MOGENI OD;1;1;0,167;7;1;2017
MOGHADASIAN MH;1;1;0,063;10;1;2007
MOGHADDAM MP;1;1;0,100;32;1;2013
MOGHADDAS-TAFRESHI SM;1;1;0,250;7;1;2019
MOGLIA M;1;1;0,200;16;1;2018
MOHAMMED IN;1;1;0,143;21;1;2016
MOINET A;2;2;0,250;61;2;2015
MOINUDDIN KAM;1;1;0,143;2;1;2016
MOIOLI RC;1;1;0,091;6;1;2012
MOKHTAR A;1;1;0,125;5;1;2015
MOL AD;1;1;0,143;1;1;2016
MOLANESCU AG;4;4;1,000;43;4;2019
MOLE MA;1;1;0,500;1;1;2021
MOLEON M;1;1;0,167;26;1;2017
MOLLEMAN E;2;2;0,133;9;2;2008
MOLLER J;1;1;0,067;19;1;2008
MOLNAR J;1;1;0,143;8;1;2016
MOMENI MR;1;1;0,200;42;1;2018
MONARES P;1;1;0,333;2;1;2020
MONCADA P;1;1;0,111;14;1;2014
MONDAL DP;1;1;0,250;13;1;2019
MONDINI M;1;1;0,111;57;1;2014
MONEIMNE M;1;1;0,167;2;1;2017
MONES E;1;1;0,111;2;1;2014
MONICA S;1;1;0,167;7;1;2017
MONTALVO I;1;1;0,143;3;1;2016
MONTANA JL;1;1;0,143;3;1;2016
MONTAVEZ JP;1;1;0,200;12;1;2018
MONTEIRO JAS;1;1;0,111;12;1;2014
MONTEIRO LHA;1;1;0,333;1;1;2020
MONTEIRO MJ;1;1;0,059;26;1;2006
MONTERO D;1;1;0,500;6;1;2021
MONTES G;1;1;0,091;7;1;2012
MONTES-MORAN MA;1;1;0,250;10;1;2019
MONTEVECHI JAB;1;1;0,167;5;1;2017
MONTGOMERY JM;1;1;0,167;7;1;2017
MONTGOMERY MC;1;1;0,200;10;1;2018
MONTINI L;1;1;0,100;22;1;2013
MONTOLIU R;1;1;0,250;6;1;2019
MONTREUIL B;1;1;0,034;22;1;1994
MOON IC;1;1;0,125;4;1;2015
MOORE DG;1;1;0,200;13;1;2018
MOORE LC;1;1;0,333;5;1;2020
MOORE RD;1;1;0,032;168;1;1992
MOORMAN K;1;1;0,038;24;1;1997
MOOSAVIAN SAA;1;1;0,167;21;1;2017
MORALES J;1;1;0,200;3;1;2018
MORALES JM;1;1;0,200;12;1;2018
MORALES MA;1;1;0,048;25;1;2002
MORALES R;1;1;0,200;36;1;2018
MORALES Y;1;1;0,333;6;1;2020
MORAN CM;1;1;0,056;40;1;2005
MORAN E;1;1;0,333;9;1;2020
MORAN R;1;2;0,091;182;2;2012
MORAN RJ;1;1;0,250;23;1;2019
MORAN-LOPEZ T;1;1;0,200;12;1;2018
MORANCHO JM;1;1;0,045;68;1;2001
MORANO JA;1;1;0,111;7;1;2014
MORARESCU IC;1;2;0,143;15;2;2016
MORBIDELLI M;1;1;0,040;71;1;1998
MOREIRA JFG;1;1;0,200;10;1;2018
MORENO SFGY;1;1;0,200;2;1;2018
MORENO Y;2;2;0,500;14;2;2019
MORENO-GALBIS E;1;1;0,100;1;1;2013
MORENON P;1;1;0,250;12;1;2019
MORETH T;1;1;0,500;6;1;2021
MORETTI S;1;1;0,067;23;1;2008
MOREY AF;1;1;0,059;24;1;2006
MORGAN F;1;1;0,333;3;1;2020
MORGAN GP;1;1;0,125;4;1;2015
MORGAN TJH;1;1;0,333;2;1;2020
MORI J;1;1;0,042;8;1;1999
MORICONE R;1;1;0,250;19;1;2019
MORIGUCHI Y;1;1;0,250;2;1;2019
MORIN P;1;1;0,042;16;1;1999
MORITZ JD;1;1;0,071;37;1;2009
MORRIS KF;1;1;0,045;45;1;2001
MORRIS MS;1;1;0,059;24;1;2006
MORRIS RJ;2;2;0,143;42;2;2009
MORRISON AC;1;1;0,500;2;1;2021
MORSE L;1;1;0,500;1;1;2021
MORSS RE;1;1;0,250;9;1;2019
MORTAZAVI A;1;1;0,125;29;1;2015
MORTON AJ;1;1;0,111;73;1;2014
MORTON AR;1;1;0,048;117;1;2002
MORUKOV B;1;1;0,043;16;1;2000
MOSELEY ME;1;1;0,111;48;1;2014
MOSKOWITZ D;1;1;0,125;37;1;2015
MOSKOWITZ H;1;1;0,083;9;1;2011
MOSLER HJ;2;3;0,118;28;3;2006
MOSQUEIRO T;1;1;0,167;11;1;2017
MOSS F;1;1;0,067;12;1;2008
MOSS S;3;3;0,136;211;3;2001
MOSSER AA;1;1;0,125;12;1;2015
MOSTAFAVI A;1;1;0,200;26;1;2018
MOSTEIRO MA;1;1;0,100;1;1;2013
MOTAI Y;1;1;0,063;1;1;2007
MOTLAGH MRJ;1;1;0,143;8;1;2016
MOTOLESE M;1;1;0,045;41;1;2001
MOTRO U;1;1;0,091;31;1;2012
MOTSCH S;2;2;0,333;13;2;2017
MOTTA R;1;1;0,167;4;1;2017
MOUGENOT F;1;1;0,091;9;1;2012
MOUKARZEL CF;1;1;0,143;3;1;2016
MOULIN B;1;1;0,077;3;1;2010
MOUNT TD;1;1;0,056;2;1;2005
MOURAD N;1;1;0,200;1;1;2018
MOUSAVI SM;2;2;0,333;14;2;2017
MOUSSA N;2;2;0,200;24;2;2013
MOUSSAID M;1;1;0,125;51;1;2015
MOXNES JF;1;1;0,048;15;1;2002
MOZAYANI N;2;2;0,286;10;2;2016
MU NK;1;1;0,250;20;1;2019
MU SM;2;2;0,111;143;2;2005
MU XW;1;1;0,250;1;1;2019
MUCHA PB;1;1;0,333;1;1;2020
MUCHA PJ;1;1;0,333;2;1;2020
MUCHHALA D;1;1;0,250;13;1;2019
MUDERRISOGLU A;1;1;0,200;8;1;2018
MUELDER H;1;1;0,200;13;1;2018
MUELLER CM;1;1;0,038;18;1;1997
MUELLER JO;1;1;0,167;31;1;2017
MUELLER V;1;1;0,500;8;1;2021
MUELLERKLEIN OC;1;1;0,167;26;1;2017
MUGNAI P;1;1;0,143;11;1;2016
MUHADASI Y;1;1;0,333;11;1;2020
MUHAMMAD A;2;2;0,400;7;2;2018
MUHAMMAD N;1;1;0,111;6;1;2014
MUHAMMADSHARIF FF;1;1;0,333;5;1;2020
MUHL K;1;1;0,333;8;1;2020
MUHLBERGER A;1;1;0,250;4;1;2019
MUIS J;1;1;0,077;9;1;2010
MUKHAMADIAROV RI;1;1;0,500;1;1;2021
MUKKAMALA RR;1;1;0,143;29;1;2016
MULAW MA;1;1;0,200;4;1;2018
MULET R;1;1;0,056;55;1;2005
MULLER AHE;1;1;0,059;41;1;2006
MULLER B;2;2;0,200;205;2;2013
MULLER D;1;1;0,100;86;1;2013
MULLER E;1;1;0,100;135;1;2013
MULLER JP;1;1;0,077;18;1;2010
MULLER KE;1;1;0,111;9;1;2014
MULLER M;1;1;0,167;2;1;2017
MULLER T;1;1;0,333;1;1;2020
MULLER W;1;1;0,143;16;1;2016
MULLER-FURSTENBERGER G;1;1;0,125;7;1;2015
MULTON S;1;1;0,250;12;1;2019
MUMAW RJ;1;1;0,063;103;1;2007
MUMENTHALER SM;1;1;0,500;3;1;2021
MUMFORD MD;1;1;0,333;2;1;2020
MUNAWAR K;1;1;0,200;13;1;2018
MUNDT HC;1;1;0,059;21;1;2006
MUNGAN M;1;1;0,067;3;1;2008
MUNI MK;1;1;0,333;2;1;2020
MUNIZ DG;1;1;0,200;4;1;2018
MUNK J;1;1;0,333;5;1;2020
MUNOZ A;1;1;0,036;40;1;1995
MUNOZ DA;1;1;0,143;1;1;2016
MUNOZ JF;1;1;0,038;17;1;1997
MUNOZ-LOZANO C;1;1;0,167;26;1;2017
MUNRO LA;1;1;0,111;9;1;2014
MUNROE DK;1;1;0,071;47;1;2009
MURAO A;2;2;0,250;7;3;2015
MURAOKA K;1;1;0,200;4;1;2018
MURARI A;1;1;0,125;4;1;2015
MURATA T;1;1;0,125;1;1;2015
MURCIANO A;1;1;0,037;12;1;1996
MURO C;1;1;0,111;17;1;2014
MURPHY JT;1;1;0,250;2;1;2019
MURPHY TE;1;1;0,100;26;1;2013
MURRAY AG;2;2;0,200;27;2;2013
MURRAY DM;1;1;0,111;9;1;2014
MURRAY EJ;1;1;0,500;3;1;2021
MURRAY K;1;1;0,077;17;1;2010
MURRAY-RUST D;1;1;0,111;46;1;2014
MURRAY-TUITE P;1;1;0,111;87;1;2014
MUSALLAM N;1;1;0,200;18;1;2018
MUSHARRAF M;2;2;0,500;8;2;2019
MUSHORE ABR;1;1;0,125;34;1;2015
MUSIANI M;1;1;0,077;18;1;2010
MUSKEN M;1;1;0,143;23;1;2016
MUSLIM R;1;1;0,333;3;1;2020
MUSSE SR;1;1;0,167;2;1;2017
MUSTAFA A;2;2;0,333;67;2;2017
MUSTAFA I;1;1;0,250;2;1;2019
MUSTAFIC M;1;1;0,333;17;1;2020
MUURINEN E;1;1;0,167;5;1;2017
MUZY A;1;1;0,077;2;1;2010
MVOGO A;1;1;0,250;1;1;2019
MYERS C;1;1;0,077;34;1;2010
MYERS J;1;1;0,077;20;1;2010
MYKONIATIS K;1;1;0,500;3;1;2021
MZEE AJ;1;1;0,083;34;1;2011
NABE-NIELSEN J;2;3;0,333;24;3;2017
NABER KG;1;1;0,056;60;1;2005
NACCACHE NM;1;1;0,111;30;1;2014
NACHAZEL T;1;1;0,200;6;1;2018
NADAL JP;1;1;0,056;34;1;2005
NADEL J;1;1;0,091;62;1;2012
NAEINI AB;1;1;0,333;3;1;2020
NAGARAJAN R;1;1;0,083;46;1;2011
NAGEL K;1;1;0,250;9;1;2019
NAGPAL R;1;1;0,167;16;1;2017
NAGUIB HE;1;1;0,143;3;1;2016
NAGY M;1;1;0,083;17;1;2011
NAIMZADA AK;1;1;0,250;11;1;2019
NAIR A;2;2;0,167;128;2;2011
NAIR HS;1;1;0,100;43;1;2013
NAIR R;1;1;0,053;16;1;2004
NAITO M;1;1;0,111;12;1;2014
NAJAFI S;1;1;0,250;6;1;2019
NAJJAR A;1;1;0,500;1;1;2021
NAKAI S;1;1;0,067;19;1;2008
NAKAMURA A;1;1;0,333;2;1;2020
NAKAMURA H;1;1;0,500;2;1;2021
NAKAMURA S;1;1;0,167;27;1;2017
NAKATO AM;1;1;0,333;1;1;2020
NAKAWAKE Y;1;1;0,250;2;1;2019
NALLUR V;1;1;0,167;3;1;2017
NAM Y;1;1;0,125;10;1;2015
NAMATAME A;1;1;0,083;8;1;2011
NAN N;2;2;0,133;98;2;2008
NANDI R;1;1;0,500;1;1;2021
NANNI A;1;1;0,053;220;1;2004
NAPOLES MG;1;1;0,200;4;1;2018
NAPOLETANO E;1;1;0,125;5;1;2015
NAPOLETANO M;1;1;0,200;46;1;2018
NARANG S;1;1;0,250;3;1;2019
NARAYANAN S;1;1;0,100;43;1;2013
NARDIN LG;2;2;0,222;7;2;2014
NARDINI JT;1;1;0,250;7;1;2019
NASCIMENTO N;1;1;0,250;9;1;2019
NASHIMOTO R;1;1;0,125;20;1;2015
NASIR MA;1;1;0,250;9;1;2019
NASIR MT;1;1;0,143;16;1;2016
NASON E;1;1;0,037;14;1;1996
NASSAUER JI;1;1;0,056;36;1;2005
NASSIR N;2;2;0,400;50;2;2018
NASSIRI-MOFAKHAM F;1;1;0,071;15;1;2009
NASSOY P;1;1;0,250;20;1;2019
NATALINI R;1;1;0,333;6;1;2020
NATSUI S;5;6;0,385;82;6;2010
NAU D;1;1;0,077;6;1;2010
NAUMANN C;1;1;0,143;26;1;2016
NAVA-GUERRERO GDC;1;1;0,500;1;1;2021
NAVARRETE Y;1;1;0,111;3;1;2014
NAVARRO A;1;1;0,250;4;1;2019
NAVARRO-BLASCO I;1;1;0,333;8;1;2020
NAVE D;1;1;0,059;111;1;2006
NAVEROS F;1;1;0,111;8;1;2014
NAYLOR CJ;1;1;0,045;12;1;2001
NAZARENKO L;1;1;0,125;24;1;2015
NAZARIAN B;1;1;0,091;56;1;2012
NEAL AR;1;1;0,091;4;1;2012
NEAL JW;1;1;0,111;66;1;2014
NEAL ZP;1;1;0,111;66;1;2014
NEBEL B;1;1;0,071;76;1;2009
NEDIC A;1;1;0,091;23;1;2012
NEEL R;1;1;0,083;17;1;2011
